Longitude,Latitude,Weather,Description,Temperature,Feels_Like,Temp_Min,Temp_Max,Pressure,Humidity,Visibility,Wind_Speed,Wind_Direction,Cloudiness,Sunrise,Sunset,Timezone,City_ID,City_Name,Code
-118.4065,34.0901,Clear,clear sky,284.49,282.18,281.79,286.16,1030,19,10000,2.68,346,0,1737471411,1737508373,-28800,5328041,Beverly Hills,200
